Unnamed: 0,Order_ID,Order_Date,Customer_ID,Product_ID,Store_ID,Sales_Channel,Quantity,Unit_Price,Discount_PCT,Total_Amount
1559,O01559,2023-12-29,C0527,P0343,S018,In-Store,1,135.09,0.05,128.34
1560,O01560,2023-11-02,C0071,P1076,0,Online,1,67.84,0.05,64.45
1561,O01561,2023-07-27,C0108,P0273,0,Online,3,125.14,0.0,375.42
1562,O01562,2024-06-05,C0621,P0293,S041,In-Store,2,259.84,0.0,519.68
1563,O01563,2023-09-15,C0639,P0189,0,Online,2,177.09,0.0,354.18
1564,O01564,2023-11-30,C0532,P0501,S031,In-Store,1,310.14,0.05,294.63
1565,O01565,2024-03-08,C0566,P0948,S034,In-Store,1,335.29,0.05,318.53
1566,O01566,2024-11-26,C0413,P1062,S042,In-Store,2,206.93,0.2,331.09
1567,O01567,2023-07-14,C0185,P0716,S020,In-Store,2,380.68,0.1,685.22
1568,O01568,2024-04-06,C0371,P1151,S030,In-Store,1,258.14,0.05,245.23
1569,O01569,2024-11-30,C0584,P0066,S039,In-Store,1,224.19,0.0,224.19
1570,O01570,2023-09-25,C0794,P0928,0,In-Store,1,175.55,0.05,166.77
1571,O01571,2023-05-13,C0401,P0108,S011,In-Store,2,29.29,0.2,46.86
1572,O01572,2024-02-06,C0660,P0960,0,Online,1,169.27,0.2,135.42
1573,O01573,2024-09-05,C0203,P0907,S046,In-Store,1,221.46,0.05,210.39
1574,O01574,2023-10-27,C0671,P1193,S053,In-Store,2,169.77,0.0,339.54
1575,O01575,2023-05-16,C0176,P0317,S036,In-Store,2,171.54,0.05,325.93
1576,O01576,2023-06-04,C0175,P0206,S051,In-Store,2,44.72,0.1,80.5
1577,O01577,2023-05-14,C0599,P0154,S015,In-Store,2,179.52,0.05,341.09
1578,O01578,2024-03-07,C0170,P0665,S044,In-Store,1,9.37,0.05,8.9
1579,O01579,2024-01-07,C0553,P0416,S017,In-Store,1,166.68,0.1,150.01
1580,O01580,2025-01-06,C0125,P1001,S029,In-Store,1,125.39,0.2,100.31
1581,O01581,2023-06-02,C0402,P0593,0,Online,3,71.58,0.0,214.74
1582,O01582,2024-03-19,C0267,P0519,S017,In-Store,3,89.59,0.2,215.02
1583,O01583,2023-12-21,C0742,P0238,0,Online,2,30.72,0.2,49.15
1584,O01584,2024-05-26,C0596,P0898,0,Online,2,204.25,0.05,388.07
1585,O01585,2023-09-16,C0165,P0113,S042,In-Store,2,238.0,0.2,380.8
1586,O01586,2024-08-09,C0509,P0230,0,Online,1,73.43,0.1,66.09
1587,O01587,2024-07-19,C0571,P1062,0,Online,1,206.93,0.05,196.58
1588,O01588,2025-02-14,C0691,P0201,0,Online,3,63.7,0.1,171.99
1589,O01589,2023-12-03,C0572,P0111,S011,In-Store,1,184.61,0.0,184.61
1590,O01590,2023-08-21,C0271,P1135,S051,In-Store,3,65.37,0.2,156.89
1591,O01591,2024-01-18,C0518,P1165,S043,In-Store,1,111.55,0.05,105.97
1592,O01592,2023-07-10,C0739,P0762,S022,In-Store,3,116.9,0.05,333.17
1593,O01593,2023-12-22,C0547,P0807,S051,In-Store,1,135.25,0.0,135.25
1594,O01594,2023-07-23,C0284,P0618,0,Online,2,223.33,0.2,357.33
1595,O01595,2023-10-07,C0586,P1175,S029,In-Store,1,26.47,0.0,26.47
1596,O01596,2025-01-31,C0166,P0430,S036,In-Store,1,126.13,0.0,126.13
1597,O01597,2024-05-02,C0152,P1182,0,Online,2,275.08,0.1,495.14
1598,O01598,2023-09-22,C0094,P0620,0,Online,3,263.03,0.1,710.18
1599,O01599,2023-04-15,C0752,P1047,0,Online,1,126.31,0.05,119.99
1600,O01600,2024-10-09,C0590,P0851,S005,In-Store,1,70.32,0.05,66.8
1601,O01601,2025-01-26,C0511,P0190,S007,In-Store,1,232.24,0.05,220.63
1602,O01602,2023-08-07,C0648,P0309,S007,In-Store,1,364.92,0.05,346.67
1603,O01603,2024-02-16,C0703,P0942,S048,In-Store,2,193.87,0.05,368.35
1604,O01604,2025-02-05,C0620,P0182,0,Online,2,60.65,0.2,97.04
1605,O01605,2024-05-03,C0132,P0370,0,Online,1,106.39,0.0,106.39
1606,O01606,2024-09-18,C0740,P0702,S059,In-Store,3,286.8,0.2,688.32
1607,O01607,2024-07-19,C0202,P0438,0,Online,2,270.3,0.05,513.57
1608,O01608,2024-08-17,C0345,P0426,S042,In-Store,1,289.27,0.05,274.81
1609,O01609,2024-06-10,C0681,P0617,S006,In-Store,1,43.85,0.05,41.66
1610,O01610,2024-01-18,C0288,P0360,0,Online,1,46.47,0.1,41.82
1611,O01611,2025-01-25,C0571,P0808,S008,In-Store,1,276.8,0.1,249.12
1612,O01612,2024-12-21,C0590,P0668,S009,In-Store,2,153.87,0.1,276.97
1613,O01613,2023-12-19,C0017,P0510,0,Online,2,156.58,0.1,281.84
1614,O01614,2024-04-25,C0358,P0779,S004,In-Store,1,113.02,0.0,113.02
1615,O01615,2024-11-14,C0219,P1165,S008,In-Store,2,111.55,0.2,178.48
1616,O01616,2024-01-29,C0794,P0199,0,Online,2,115.92,0.2,185.47
1617,O01617,2024-09-16,C0282,P0390,S022,In-Store,3,178.02,0.1,480.65
1618,O01618,2024-09-06,C0396,P0628,S008,In-Store,2,112.51,0.05,213.77
1619,O01619,2023-11-29,C0265,P0153,S049,In-Store,2,56.67,0.05,107.67
1620,O01620,2024-06-16,C0493,P0110,S023,In-Store,2,280.19,0.05,532.36
1621,O01621,2025-02-28,C0570,P1013,0,Online,2,325.64,0.05,618.72
1622,O01622,2023-09-29,C0062,P0907,S005,In-Store,3,221.46,0.2,531.5
1623,O01623,2024-08-21,C0604,P0045,S008,In-Store,1,198.66,0.05,188.73
1624,O01624,2024-03-21,C0543,P0219,S016,In-Store,1,125.63,0.05,119.35
1625,O01625,2024-07-09,C0700,P0015,0,Online,1,157.98,0.1,142.18
1626,O01626,2025-04-06,C0060,P0255,0,Online,2,21.15,0.1,38.07
1627,O01627,2025-04-06,C0415,P1016,S049,In-Store,3,321.0,0.2,770.4
1628,O01628,2024-04-13,C0636,P0631,S023,In-Store,1,30.95,0.2,24.76
1629,O01629,2024-05-12,C0797,P0712,S027,In-Store,1,124.0,0.05,117.8
1630,O01630,2023-09-26,C0257,P0982,S008,In-Store,1,83.76,0.1,75.38
1631,O01631,2024-10-06,C0002,P0226,0,Online,2,122.21,0.0,244.42
1632,O01632,2024-03-20,C0396,P1053,0,Online,2,94.13,0.05,178.85
1633,O01633,2024-03-15,C0754,P0844,S006,In-Store,2,106.04,0.2,169.66
1634,O01634,2024-05-05,C0781,P0184,S027,In-Store,1,207.61,0.0,207.61
1635,O01635,2024-02-01,C0529,P0199,S042,In-Store,1,115.92,0.1,104.33
1636,O01636,2025-03-08,C0151,P0093,0,Online,2,243.56,0.0,487.12
1637,O01637,2023-09-10,C0721,P0124,S012,In-Store,1,76.7,0.0,76.7
1638,O01638,2025-03-01,C0104,P0504,0,Online,4,23.22,0.05,88.24
1639,O01639,2024-04-25,C0048,P0589,S033,In-Store,2,138.7,0.1,249.66
1640,O01640,2023-12-28,C0204,P0820,0,Online,1,310.73,0.05,295.19
1641,O01641,2024-11-30,C0578,P0891,0,Online,1,183.58,0.1,165.22
1642,O01642,2024-01-10,C0720,P0879,S031,In-Store,1,168.21,0.0,168.21
1643,O01643,2025-02-16,C0574,P0011,S042,In-Store,1,144.13,0.05,136.92
1644,O01644,2023-06-15,C0160,P0900,S053,In-Store,3,18.92,0.2,45.41
1645,O01645,2024-04-16,C0447,P0304,0,Online,2,138.55,0.0,277.1
1646,O01646,2023-05-02,C0141,P0972,0,Online,1,113.58,0.0,113.58
1647,O01647,2023-10-20,C0412,P0849,S019,In-Store,3,111.61,0.1,301.35
1648,O01648,2025-03-02,C0025,P0138,S003,In-Store,2,87.06,0.2,139.3
1649,O01649,2024-01-26,C0682,P0957,0,Online,2,264.21,0.1,475.58
1650,O01650,2023-08-30,C0766,P0537,S034,In-Store,1,101.98,0.0,101.98
1651,O01651,2023-04-11,C0576,P0552,S020,In-Store,2,167.38,0.05,318.02
1652,O01652,2023-10-25,C0724,P0134,S011,In-Store,2,249.13,0.0,498.26
1653,O01653,2024-06-15,C0623,P1027,0,Online,1,110.09,0.1,99.08
1654,O01654,2025-02-17,C0612,P1017,S025,In-Store,4,212.78,0.2,680.9
1655,O01655,2023-05-08,C0663,P0133,0,Online,3,50.24,0.2,120.58
1656,O01656,2024-08-29,C0424,P0782,S047,In-Store,1,43.61,0.1,39.25
1657,O01657,2023-06-13,C0391,P0203,0,Online,1,259.84,0.2,207.87
1658,O01658,2025-03-04,C0050,P0993,S017,In-Store,2,170.79,0.05,324.5
1659,O01659,2023-08-26,C0178,P0660,S013,In-Store,2,161.23,0.1,290.21
1660,O01660,2024-06-05,C0116,P0913,S004,In-Store,2,211.23,0.1,380.21
1661,O01661,2023-04-21,C0441,P0285,0,Online,2,86.63,0.2,138.61
1662,O01662,2024-10-10,C0471,P1107,S006,In-Store,2,333.55,0.0,667.1
1663,O01663,2023-10-14,C0162,P0056,S042,In-Store,3,103.48,0.1,279.4
1664,O01664,2023-07-06,C0558,P0171,0,Online,2,268.46,0.2,429.54
1665,O01665,2024-03-11,C0114,P0171,S001,In-Store,1,268.46,0.1,241.61
1666,O01666,2024-06-26,C0520,P0062,S054,In-Store,3,234.63,0.0,703.89
1667,O01667,2024-03-10,C0408,P0532,S008,In-Store,3,49.14,0.05,140.05
1668,O01668,2023-07-05,C0462,P0729,S047,In-Store,5,183.66,0.05,872.38
1669,O01669,2025-03-05,C0450,P1038,S059,In-Store,1,95.34,0.0,95.34
1670,O01670,2023-07-27,C0063,P0052,0,Online,2,95.71,0.0,191.42
1671,O01671,2025-01-14,C0327,P0969,S053,In-Store,1,171.98,0.05,163.38
1672,O01672,2024-10-03,C0389,P1153,0,Online,2,152.8,0.2,244.48
1673,O01673,2024-12-29,C0663,P0172,S032,In-Store,1,89.42,0.2,71.54
1674,O01674,2024-11-01,C0604,P0553,S038,In-Store,3,31.56,0.2,75.74
1675,O01675,2024-04-19,C0516,P0308,S048,In-Store,1,53.99,0.2,43.19
1676,O01676,2023-05-25,C0686,P0977,S003,In-Store,1,17.0,0.1,15.3
1677,O01677,2023-07-12,C0363,P0469,S016,In-Store,1,116.24,0.0,116.24
1678,O01678,2024-07-25,C0433,P0230,S002,In-Store,1,73.43,0.2,58.74
1679,O01679,2024-09-16,C0657,P0508,0,Online,2,35.78,0.1,64.4
1680,O01680,2023-07-30,C0707,P1132,S021,In-Store,1,117.68,0.2,94.14
1681,O01681,2024-04-08,C0797,P0942,S054,In-Store,2,193.87,0.2,310.19
1682,O01682,2024-01-20,C0655,P0092,S059,In-Store,1,210.05,0.2,168.04
1683,O01683,2023-12-08,C0289,P0770,S015,In-Store,1,221.83,0.1,199.65
1684,O01684,2023-04-29,C0439,P0052,0,Online,3,95.71,0.1,258.42
1685,O01685,2023-08-04,C0454,P0023,0,Online,2,97.03,0.1,174.65
1686,O01686,2024-05-19,C0145,P0327,S022,In-Store,1,277.77,0.05,263.88
1687,O01687,2024-10-01,C0416,P0563,S008,In-Store,1,45.12,0.0,45.12
1688,O01688,2024-04-23,C0587,P0454,0,Online,2,57.81,0.2,92.5
1689,O01689,2024-06-12,C0513,P0466,S056,In-Store,2,135.41,0.2,216.66
1690,O01690,2023-11-04,C0264,P0809,S048,In-Store,1,127.42,0.2,101.94
1691,O01691,2025-03-28,C0069,P0870,0,Online,2,168.73,0.0,337.46
1692,O01692,2024-11-09,C0075,P0439,S007,In-Store,1,79.07,0.05,75.12
1693,O01693,2024-12-26,C0773,P0334,0,In-Store,1,135.83,0.05,129.04
1694,O01694,2024-10-12,C0110,P0476,0,Online,1,52.23,0.2,41.78
1695,O01695,2023-09-22,C0349,P0382,S002,In-Store,2,27.14,0.1,48.85
1696,O01696,2024-07-25,C0523,P0193,S049,In-Store,2,62.96,0.0,125.92
1697,O01697,2024-02-24,C0368,P0570,S031,In-Store,1,245.4,0.05,233.13
1698,O01698,2024-10-29,C0631,P0199,S041,In-Store,1,115.92,0.0,115.92
1699,O01699,2024-01-04,C0713,P0592,0,Online,2,57.43,0.2,91.89
1700,O01700,2024-04-24,C0064,P0962,S030,In-Store,1,166.96,0.0,166.96
1701,O01701,2024-03-15,C0129,P0529,S036,In-Store,1,135.66,0.0,135.66
1702,O01702,2024-06-17,C0746,P0005,S029,In-Store,1,112.55,0.05,106.92
1703,O01703,2024-07-22,C0081,P0906,0,Online,2,269.33,0.0,538.66
1704,O01704,2023-05-12,C0334,P0378,S040,In-Store,1,99.58,0.2,79.66
1705,O01705,2024-03-21,C0559,P0864,0,In-Store,1,113.48,0.05,107.81
1706,O01706,2024-09-15,C0595,P0810,S035,In-Store,4,235.44,0.2,753.41
1707,O01707,2024-05-08,C0518,P0780,S044,In-Store,1,253.19,0.0,253.19
1708,O01708,2025-02-01,C0602,P0534,S051,In-Store,1,53.64,0.0,53.64
1709,O01709,2024-09-20,C0628,P0276,S043,In-Store,2,112.54,0.05,213.83
1710,O01710,2024-07-16,C0703,P0978,S015,In-Store,1,219.94,0.2,175.95
1711,O01711,2023-12-30,C0045,P0719,0,Online,1,330.88,0.2,264.7
1712,O01712,2025-01-29,C0699,P0126,0,Online,1,201.02,0.2,160.82
1713,O01713,2024-10-22,C0321,P0509,S045,In-Store,1,222.66,0.05,211.53
1714,O01714,2025-02-06,C0593,P0532,S038,In-Store,3,49.14,0.0,147.42
1715,O01715,2024-07-24,C0007,P0100,0,Online,2,31.75,0.1,57.15
1716,O01716,2023-10-10,C0305,P1086,S016,In-Store,2,80.63,0.05,153.2
1717,O01717,2023-12-03,C0385,P0768,S017,In-Store,1,246.33,0.2,197.06
1718,O01718,2024-02-05,C0420,P0102,S027,In-Store,1,221.14,0.1,199.03
1719,O01719,2023-10-16,C0572,P0636,S055,In-Store,1,168.98,0.1,152.08
1720,O01720,2024-02-06,C0453,P0696,S001,In-Store,1,157.7,0.2,126.16
1721,O01721,2025-02-03,C0315,P0653,S012,In-Store,2,62.89,0.0,125.78
1722,O01722,2024-08-04,C0248,P0756,0,Online,2,338.92,0.2,542.27
1723,O01723,2025-01-30,C0396,P0267,S011,In-Store,1,349.07,0.2,279.26
1724,O01724,2024-06-21,C0296,P0110,0,Online,1,280.19,0.1,252.17
1725,O01725,2024-08-30,C0355,P0468,S000,In-Store,1,146.22,0.2,116.98
1726,O01726,2024-07-01,C0191,P0242,0,Online,2,138.25,0.1,248.85
1727,O01727,2024-11-17,C0780,P0925,S056,In-Store,2,65.74,0.2,105.18
1728,O01728,2023-10-08,C0485,P0636,S048,In-Store,1,168.98,0.1,152.08
1729,O01729,2023-09-21,C0399,P0056,0,Online,2,103.48,0.05,196.61
1730,O01730,2023-08-28,C0102,P0189,S054,In-Store,2,177.09,0.1,318.76
1731,O01731,2024-02-25,C0529,P0795,S000,In-Store,1,255.38,0.0,255.38
1732,O01732,2024-01-23,C0602,P1057,S030,In-Store,2,176.53,0.2,282.45
1733,O01733,2024-02-03,C0130,P0401,S011,In-Store,4,93.92,0.1,338.11
1734,O01734,2024-02-10,C0526,P0027,S017,In-Store,1,236.79,0.2,189.43
1735,O01735,2024-04-30,C0735,P0836,S054,In-Store,2,60.54,0.05,115.03
1736,O01736,2024-07-17,C0435,P0155,0,Online,1,114.52,0.0,114.52
1737,O01737,2024-08-15,C0054,P0417,0,In-Store,2,56.54,0.2,90.46
1738,O01738,2023-11-11,C0440,P0708,S046,In-Store,2,157.48,0.2,251.97
1739,O01739,2023-11-19,C0545,P0098,S022,In-Store,2,120.73,0.05,229.39
1740,O01740,2025-03-11,C0271,P1052,0,Online,1,190.93,0.05,181.38
1741,O01741,2024-06-20,C0570,P0476,S056,In-Store,2,52.23,0.1,94.01
1742,O01742,2024-01-08,C0770,P0549,0,Online,3,8.95,0.2,21.48
1743,O01743,2024-09-09,C0668,P0752,0,Online,2,273.69,0.2,437.9
1744,O01744,2025-01-09,C0149,P0403,S004,In-Store,2,115.91,0.0,231.82
1745,O01745,2024-01-27,C0198,P0315,S028,In-Store,1,193.09,0.1,173.78
1746,O01746,2025-02-07,C0629,P1006,S039,In-Store,2,262.46,0.0,524.92
1747,O01747,2024-04-12,C0792,P0815,S015,In-Store,2,186.83,0.1,336.29
1748,O01748,2024-08-01,C0694,P0340,S001,In-Store,1,68.28,0.05,64.87
1749,O01749,2023-07-07,C0568,P1103,S010,In-Store,2,180.59,0.0,361.18
1750,O01750,2025-04-05,C0362,P0025,S003,In-Store,1,83.7,0.0,83.7
1751,O01751,2023-09-21,C0396,P0505,S016,In-Store,1,231.34,0.1,208.21
1752,O01752,2024-02-05,C0199,P0067,S050,In-Store,2,310.89,0.05,590.69
1753,O01753,2024-03-30,C0558,P1030,S017,In-Store,2,115.95,0.05,220.31
1754,O01754,2025-01-13,C0235,P0625,0,Online,1,249.56,0.0,249.56
1755,O01755,2023-05-21,C0732,P0811,S032,In-Store,3,13.23,0.1,35.72
1756,O01756,2023-07-09,C0068,P0870,S011,In-Store,2,168.73,0.1,303.71
1757,O01757,2024-07-10,C0686,P0736,0,Online,1,62.18,0.2,49.74
1758,O01758,2023-07-09,C0544,P0430,S056,In-Store,1,126.13,0.1,113.52
1759,O01759,2024-08-13,C0486,P0445,S050,In-Store,1,35.94,0.0,35.94
1760,O01760,2024-11-26,C0702,P0656,0,Online,1,192.95,0.0,192.95
1761,O01761,2023-08-04,C0467,P1028,S016,In-Store,2,233.27,0.2,373.23
1762,O01762,2023-10-15,C0581,P1186,S037,In-Store,1,227.61,0.05,216.23
1763,O01763,2025-01-25,C0782,P0124,S020,In-Store,1,76.7,0.2,61.36
1764,O01764,2024-06-27,C0136,P0981,0,Online,1,11.42,0.2,9.14
1765,O01765,2023-08-09,C0259,P0771,0,Online,1,155.11,0.0,155.11
1766,O01766,2023-04-21,C0612,P1106,S024,In-Store,2,88.1,0.1,158.58
1767,O01767,2025-03-31,C0135,P0417,S041,In-Store,1,56.54,0.05,53.71
1768,O01768,2025-02-07,C0166,P1067,0,Online,3,301.78,0.0,905.34
1769,O01769,2023-07-31,C0115,P1125,S025,In-Store,1,90.35,0.05,85.83
1770,O01770,2024-03-20,C0580,P0430,S033,In-Store,3,126.13,0.0,378.39
1771,O01771,2023-04-13,C0570,P0434,0,Online,1,257.4,0.0,257.4
1772,O01772,2024-09-27,C0119,P0030,0,Online,2,132.5,0.05,251.75
1773,O01773,2023-12-04,C0016,P0129,S024,In-Store,2,27.78,0.2,44.45
1774,O01774,2024-01-10,C0117,P0092,S032,In-Store,3,210.05,0.2,504.12
1775,O01775,2023-09-11,C0124,P0022,S052,In-Store,1,124.36,0.1,111.92
1776,O01776,2023-09-08,C0392,P0190,0,Online,1,232.24,0.05,220.63
1777,O01777,2024-12-25,C0296,P0653,S041,In-Store,3,62.89,0.0,188.67
1778,O01778,2025-01-03,C0773,P0097,S017,In-Store,1,134.83,0.2,107.86
1779,O01779,2024-10-15,C0784,P1127,S012,In-Store,2,119.95,0.1,215.91
1780,O01780,2023-07-16,C0602,P0647,S050,In-Store,3,139.35,0.0,418.05
1781,O01781,2024-04-08,C0203,P0034,S048,In-Store,1,189.42,0.2,151.54
1782,O01782,2024-06-20,C0003,P0757,S017,In-Store,2,88.95,0.1,160.11
1783,O01783,2023-06-11,C0602,P0776,S004,In-Store,1,87.71,0.1,78.94
1784,O01784,2024-04-26,C0705,P0094,S057,In-Store,1,105.62,0.2,84.5
1785,O01785,2023-11-12,C0094,P0151,0,Online,2,176.17,0.2,281.87
1786,O01786,2024-06-06,C0306,P0177,S045,In-Store,1,128.6,0.05,122.17
1787,O01787,2024-01-07,C0001,P0915,S006,In-Store,1,287.43,0.2,229.94
1788,O01788,2024-11-05,C0605,P0550,S030,In-Store,3,142.36,0.0,427.08
1789,O01789,2025-02-15,C0015,P0752,S048,In-Store,2,273.69,0.05,520.01
1790,O01790,2023-07-13,C0561,P0414,0,Online,1,162.49,0.05,154.37
1791,O01791,2024-04-11,C0743,P1162,S025,In-Store,2,199.19,0.05,378.46
1792,O01792,2023-06-11,C0470,P0031,S034,In-Store,1,340.18,0.2,272.14
1793,O01793,2023-05-07,C0532,P1158,0,Online,3,275.48,0.2,661.15
1794,O01794,2024-12-31,C0074,P0745,0,Online,1,16.81,0.2,13.45
1795,O01795,2024-08-14,C0464,P0158,S057,In-Store,2,106.61,0.2,170.58
1796,O01796,2025-01-15,C0608,P0484,0,Online,3,130.78,0.0,392.34
1797,O01797,2025-01-14,C0718,P0734,S040,In-Store,1,33.37,0.05,31.7
1798,O01798,2023-12-09,C0309,P0161,S000,In-Store,3,351.88,0.1,950.08
1799,O01799,2024-02-28,C0074,P0944,S032,In-Store,1,64.12,0.1,57.71
1800,O01800,2024-12-16,C0120,P0943,S018,In-Store,3,181.12,0.0,543.36
1801,O01801,2024-02-11,C0141,P0999,0,Online,1,185.46,0.05,176.19
1802,O01802,2024-08-13,C0098,P1109,0,In-Store,1,200.18,0.05,190.17
1803,O01803,2025-04-07,C0623,P0528,S008,In-Store,1,102.08,0.2,81.66
1804,O01804,2024-05-09,C0166,P0288,S030,In-Store,1,281.92,0.1,253.73
1805,O01805,2023-05-27,C0076,P0920,0,Online,1,238.75,0.1,214.88
1806,O01806,2023-04-19,C0375,P0545,S006,In-Store,1,124.94,0.1,112.45
1807,O01807,2023-12-14,C0381,P0995,S002,In-Store,1,177.45,0.1,159.7
1808,O01808,2023-09-16,C0517,P0258,0,Online,2,52.4,0.05,99.56
1809,O01809,2024-09-14,C0375,P1017,S045,In-Store,2,212.78,0.0,425.56
1810,O01810,2024-04-29,C0050,P0129,S014,In-Store,2,27.78,0.1,50.0
1811,O01811,2024-06-12,C0054,P0940,0,Online,1,21.41,0.05,20.34
1812,O01812,2023-10-16,C0481,P0363,S058,In-Store,1,382.32,0.1,344.09
1813,O01813,2024-09-08,C0631,P0573,0,Online,3,40.64,0.0,121.92
1814,O01814,2025-02-28,C0667,P1058,0,Online,1,219.39,0.1,197.45
1815,O01815,2024-09-11,C0246,P0184,0,Online,3,207.61,0.2,498.26
1816,O01816,2025-03-07,C0555,P0764,0,Online,1,241.25,0.0,241.25
1817,O01817,2023-09-15,C0359,P1151,S048,In-Store,2,258.14,0.0,516.28
1818,O01818,2024-11-05,C0588,P0761,S039,In-Store,3,240.31,0.05,684.88
1819,O01819,2024-04-26,C0111,P0176,S027,In-Store,3,273.81,0.0,821.43
1820,O01820,2023-07-15,C0044,P0742,0,Online,1,237.5,0.2,190.0
1821,O01821,2023-05-12,C0583,P0278,0,Online,1,267.49,0.0,267.49
1822,O01822,2025-02-11,C0440,P0111,S000,In-Store,1,184.61,0.0,184.61
1823,O01823,2024-01-03,C0262,P0177,S036,In-Store,2,128.6,0.1,231.48
1824,O01824,2024-12-05,C0335,P0600,0,Online,2,221.76,0.05,421.34
1825,O01825,2025-03-19,C0534,P0959,S035,In-Store,2,56.21,0.05,106.8
1826,O01826,2023-11-08,C0422,P0705,0,Online,2,198.93,0.1,358.07
1827,O01827,2024-08-07,C0483,P0236,S046,In-Store,3,196.93,0.0,590.79
1828,O01828,2024-09-20,C0059,P1054,S030,In-Store,2,193.12,0.05,366.93
1829,O01829,2023-12-05,C0551,P0169,0,Online,2,87.14,0.0,174.28
1830,O01830,2023-11-21,C0340,P0092,0,Online,1,210.05,0.2,168.04
1831,O01831,2023-09-21,C0187,P0140,S018,In-Store,1,187.12,0.05,177.76
1832,O01832,2024-07-24,C0396,P0737,S033,In-Store,2,121.72,0.05,231.27
1833,O01833,2024-07-22,C0155,P0861,S025,In-Store,1,201.1,0.1,180.99
1834,O01834,2025-01-13,C0445,P0079,S028,In-Store,1,260.43,0.05,247.41
1835,O01835,2024-05-06,C0224,P0514,S059,In-Store,2,104.99,0.05,199.48
1836,O01836,2024-01-30,C0181,P0651,S024,In-Store,1,315.36,0.1,283.82
1837,O01837,2023-11-08,C0141,P1106,0,Online,3,88.1,0.1,237.87
1838,O01838,2024-05-07,C0454,P0566,S025,In-Store,2,10.71,0.1,19.28
1839,O01839,2023-07-26,C0343,P0721,0,Online,1,255.39,0.2,204.31
1840,O01840,2025-04-03,C0578,P0374,S000,In-Store,2,190.53,0.0,381.06
1841,O01841,2023-09-20,C0341,P0664,0,Online,1,191.74,0.2,153.39
1842,O01842,2024-02-03,C0316,P0056,S038,In-Store,2,103.48,0.0,206.96
1843,O01843,2024-01-13,C0102,P0170,S029,In-Store,1,106.52,0.2,85.22
1844,O01844,2023-08-30,C0703,P0039,0,Online,1,29.71,0.1,26.74
1845,O01845,2023-12-30,C0455,P0796,0,Online,2,87.96,0.05,167.12
1846,O01846,2024-04-09,C0024,P0831,S023,In-Store,2,183.87,0.05,349.35
1847,O01847,2024-03-25,C0274,P0170,S000,In-Store,2,106.52,0.0,213.04
1848,O01848,2024-12-14,C0186,P0896,S050,In-Store,1,165.91,0.1,149.32
1849,O01849,2023-05-27,C0060,P0021,0,Online,1,77.31,0.2,61.85
1850,O01850,2023-11-24,C0716,P0103,0,Online,1,171.58,0.0,171.58
1851,O01851,2023-10-16,C0736,P0374,S022,In-Store,2,190.53,0.1,342.95
1852,O01852,2024-05-16,C0632,P0695,0,Online,1,62.67,0.1,56.4
1853,O01853,2024-03-20,C0504,P0204,S045,In-Store,1,200.67,0.05,190.64
1854,O01854,2024-04-27,C0474,P0657,S059,In-Store,2,29.04,0.1,52.27
1855,O01855,2025-02-10,C0604,P0749,S058,In-Store,1,165.09,0.05,156.84
1856,O01856,2024-08-31,C0067,P0098,0,Online,1,120.73,0.2,96.58
1857,O01857,2023-12-24,C0693,P0442,S049,In-Store,1,206.69,0.0,206.69
1858,O01858,2023-11-19,C0592,P0242,0,Online,1,138.25,0.1,124.42
1859,O01859,2024-12-02,C0032,P0439,S032,In-Store,1,79.07,0.1,71.16
1860,O01860,2024-10-08,C0555,P0614,S058,In-Store,1,332.16,0.0,332.16
1861,O01861,2025-01-15,C0669,P0689,S039,In-Store,2,46.7,0.05,88.73
1862,O01862,2023-06-17,C0367,P0708,S015,In-Store,1,157.48,0.1,141.73
1863,O01863,2024-06-08,C0348,P0300,0,Online,2,138.12,0.2,220.99
1864,O01864,2025-01-11,C0060,P0834,S036,In-Store,3,94.05,0.0,282.15
1865,O01865,2024-03-03,C0407,P1169,S058,In-Store,1,50.9,0.0,50.9
1866,O01866,2023-12-12,C0396,P0899,S002,In-Store,2,118.47,0.05,225.09
1867,O01867,2024-03-10,C0512,P0546,S008,In-Store,1,196.72,0.05,186.88
1868,O01868,2024-04-23,C0583,P0591,S044,In-Store,1,236.24,0.1,212.62
1869,O01869,2023-12-23,C0021,P0005,S029,In-Store,1,112.55,0.2,90.04
1870,O01870,2024-07-05,C0160,P0684,S013,In-Store,1,222.84,0.05,211.7
1871,O01871,2023-05-26,C0011,P0149,S024,In-Store,2,29.42,0.1,52.96
1872,O01872,2024-02-02,C0400,P0376,0,Online,4,79.72,0.2,255.1
1873,O01873,2024-02-28,C0188,P1192,0,Online,1,290.29,0.05,275.78
1874,O01874,2024-07-13,C0586,P0306,0,Online,1,148.17,0.05,140.76
1875,O01875,2025-03-06,C0097,P0142,0,Online,1,132.42,0.0,132.42
1876,O01876,2024-05-27,C0658,P0863,S002,In-Store,2,109.7,0.1,197.46
1877,O01877,2025-02-10,C0652,P1107,S026,In-Store,2,333.55,0.1,600.39
1878,O01878,2025-01-10,C0155,P0238,0,Online,3,30.72,0.2,73.73
1879,O01879,2024-08-23,C0600,P0278,S000,In-Store,1,267.49,0.1,240.74
1880,O01880,2024-05-01,C0342,P0934,S056,In-Store,1,285.28,0.2,228.22
1881,O01881,2025-04-04,C0579,P0381,0,Online,1,169.3,0.2,135.44
